                        time,              drag_Gamma_0_2,              lift_Gamma_0_2
      3.4399999999999706e+00,      1.5395889161694899e+08,     -1.3965398919997758e+08
      3.4499999999999704e+00,      8.4980084412341523e+08,     -1.0966059817823529e+09
      3.4599999999999702e+00,      2.1852311017196602e+08,      2.0187010361372900e+08
      3.4699999999999700e+00,     -7.9120483184220672e+07,     -5.0335360185342246e+08
      3.4799999999999698e+00,      1.9251629670837176e+08,      7.4539911753208965e+07
      3.4899999999999696e+00,      1.7772162736588946e+08,     -1.0031511017124273e+08
      3.4999999999999694e+00,     -3.2675892757246578e+08,      4.4930682806838548e+08
      3.5099999999999691e+00,      8.7131089681700051e+07,      5.6200650683706152e+08
      3.5199999999999689e+00,      4.1328357757839947e+09,     -3.3042237513408003e+09
      3.5299999999999687e+00,     -3.5440023102663994e+09,      1.1183272219080801e+09
      3.5399999999999685e+00,     -3.5731748468401533e+08,     -2.7218565366230875e+08
      3.5499999999999683e+00,     -9.2644197419307455e+06,      4.0627274066535525e+07
      3.5599999999999681e+00,      6.0329333389194813e+06,      1.2959480234807946e+07
      3.5699999999999679e+00,      1.9077873269658949e+07,      2.8678038994964894e+07
      3.5799999999999677e+00,      1.1452893700498876e+08,      4.8554918747599021e+07
      3.5899999999999674e+00,     -5.5617825243753254e+08,     -1.5085712490157714e+08
      3.5999999999999672e+00,     -2.8112476605522782e+08,      1.2627652484685102e+07
      3.6099999999999670e+00,      1.7921153623083517e+08,      1.6862579670040742e+08
      3.6199999999999668e+00,      3.0944673014213406e+06,     -1.5954432838747550e+07
      3.6299999999999666e+00,     -3.6114044725829616e+07,     -5.7786541838724926e+07
      3.6399999999999664e+00,     -9.3686762109985575e+07,      2.1254344485815834e+07
      3.6499999999999662e+00,     -2.6260224621185261e+08,      1.1509537295127308e+09
      3.6599999999999659e+00,      3.1462447017804313e+07,      1.8666615822102815e+07
      3.6699999999999657e+00,      8.0055058148312524e+07,      9.5444282526645377e+07
      3.6799999999999655e+00,     -9.5342010332091767e+06,      1.7390771405093569e+08
      3.6899999999999653e+00,      2.6502433357900523e+07,     -1.0413183260741231e+08
      3.6999999999999651e+00,      2.9734588609608960e+08,     -5.2029849107101703e+08
      3.7099999999999649e+00,      5.9938629568145752e+08,     -2.6471461765732179e+09
      3.7199999999999647e+00,      4.7886147812647086e+08,      6.8213260568457747e+08
      3.7299999999999645e+00,      1.6356246610509890e+08,     -9.2940910296738282e+07
      3.7399999999999642e+00,     -3.8730074057119535e+06,      5.9804459339568272e+07
      3.7499999999999640e+00,     -3.1915680418290500e+07,      1.3192448721939854e+06
      3.7599999999999638e+00,      4.6446085536829275e+08,      2.4138263807396927e+08
      3.7699999999999636e+00,      2.0779032233615255e+08,      4.3369943089899313e+08
      3.7799999999999634e+00,      4.4825673808644235e+07,     -2.9771574277894784e+07
      3.7899999999999632e+00,      3.2182382469905522e+06,      6.8541218512670672e+05
      3.7999999999999630e+00,      3.6763722148971763e+06,      1.2816953499040918e+07
      3.8099999999999627e+00,     -7.3353451012676761e+07,     -1.0606586916765256e+08
      3.8199999999999625e+00,      4.6670129405713290e+07,     -2.4745890659376979e+07
      3.8299999999999623e+00,     -2.5247793705035210e+07,      2.8887240400433484e+07
      3.8399999999999621e+00,      3.8414214277810073e+08,     -3.0349029474852467e+08
      3.8499999999999619e+00,      1.0814645395522809e+08,     -2.3901761140562739e+07
      3.8599999999999617e+00,     -3.1433209669382181e+06,      8.1532033695682418e+06
      3.8699999999999615e+00,      5.9022360295854248e+06,     -3.5767547180918730e+06
      3.8799999999999613e+00,     -7.2261284800010264e+07,     -1.0254374496371547e+07
      3.8899999999999610e+00,      6.1900080857190788e+06,     -1.9133128503596336e+08
      3.8999999999999608e+00,     -1.5308551557644889e+07,     -4.9489592867310040e+07
      3.9099999999999606e+00,     -6.0522966055443883e+06,      2.3133366758781273e+07
      3.9199999999999604e+00,     -3.0286059451442033e+07,      5.7895329930231916e+06
      3.9299999999999602e+00,     -8.9537775410859525e+07,     -3.7305658387141556e+07
      3.9399999999999600e+00,      2.1430522635623431e+08,      3.1978780174033875e+06
      3.9499999999999598e+00,      6.8061527706445932e+07,      1.9639873493144834e+08
      3.9599999999999596e+00,      3.1462105587301254e+08,      2.2859235978998911e+08
      3.9699999999999593e+00,     -4.7902045025865138e+08,      1.6937745500022936e+08
      3.9799999999999591e+00,      1.2647370558268874e+09,      3.1291022007617970e+09
      3.9899999999999589e+00,      7.5015705083702719e+08,      1.7606729660669911e+09
      3.9999999999999587e+00,      9.0896798894697964e+07,     -1.4459289956591362e+08
      4.0099999999999589e+00,      2.2605332670563295e+08,     -3.4060897252267146e+08
      4.0199999999999587e+00,     -2.9212795425091386e+08,     -3.2988398253988236e+08
      4.0299999999999585e+00,     -1.3181981387824297e+07,      1.0289356250575239e+07
      4.0399999999999583e+00,      2.0084854898565337e+06,      4.8013180041341685e+07
      4.0499999999999581e+00,     -8.4325239955856800e+06,     -1.9456826011908042e+08
      4.0599999999999579e+00,     -1.0336386582368961e+08,      1.3500437317008576e+08
      4.0699999999999577e+00,      2.3897191301964104e+08,     -1.8579745359274253e+08
      4.0799999999999574e+00,     -6.4488174564711928e+07,     -5.3660223159156151e+07
      4.0899999999999572e+00,     -2.3917001745637453e+08,      2.9792941683081877e+08
      4.0999999999999570e+00,     -1.6407062669953225e+09,     -4.7001757600453529e+09
      4.1099999999999568e+00,     -1.1301985382079043e+09,      1.9916117667382579e+09
      4.1199999999999566e+00,     -6.5406558793192536e+07,     -5.2339119823515542e+07
      4.1299999999999564e+00,      6.4637845866590440e+06,     -6.6252126776815318e+06
      4.1399999999999562e+00,     -2.8150767830698407e+08,      2.0008228439207712e+08
      4.1499999999999559e+00,      2.6481083555683537e+09,      7.0545214046835604e+09
      4.1599999999999557e+00,      1.8017166600507386e+06,      2.4589345313227865e+08
      4.1699999999999555e+00,      4.4910963673285431e+08,     -1.2286137333242188e+09
      4.1799999999999553e+00,     -1.9635924732063957e+07,     -9.1849606932227612e+06
      4.1899999999999551e+00,      2.9631842462826632e+06,      3.5421384840044737e+07
      4.1999999999999549e+00,      2.0035047714778328e+08,      8.6326601141454861e+07
      4.2099999999999547e+00,     -8.1335684572442710e+07,      1.0460026653364149e+08
      4.2199999999999545e+00,      4.4108015198142827e+06,     -1.5744528522339112e+08
      4.2299999999999542e+00,     -9.0086115294413008e+06,     -1.7457262029609360e+07
      4.2399999999999540e+00,     -1.1838382108506968e+07,      1.2059488636372574e+06
      4.2499999999999538e+00,     -1.2908115080125235e+07,     -1.9010701414086581e+06
      4.2599999999999536e+00,      2.5286336363015700e+07,     -1.8546255111526582e+07
      4.2699999999999534e+00,      3.9521100924902990e+07,     -1.3673919436856097e+08
      4.2799999999999532e+00,     -1.1858592546069682e+08,     -3.6446153608433758e+06
      4.2899999999999530e+00,     -5.3133377996663165e+08,     -4.0125457994716071e+07
      4.2999999999999527e+00,      3.8043375046902931e+08,      3.1277743193445098e+08
      4.3099999999999525e+00,     -1.3416914851292782e+09,      3.6798075445141716e+09
      4.3199999999999523e+00,      2.1548752330306447e+08,      4.2187933531513661e+06
      4.3299999999999521e+00,     -1.1228882346839684e+08,     -1.5900802213559991e+08
      4.3399999999999519e+00,     -2.5667197960817106e+06,     -3.7756560108841531e+07
      4.3499999999999517e+00,     -2.1123366878264852e+07,      2.3038995018374950e+07
      4.3599999999999515e+00,     -2.1143186764852468e+07,     -1.3045875723096924e+07
      4.3699999999999513e+00,     -8.7673396144315936e+06,      2.1087103758166428e+06
      4.3799999999999510e+00,     -4.4843953312550560e+06,     -1.6684275049519315e+07
      4.3899999999999508e+00,     -1.1262419109972589e+07,     -8.9673811571192309e+07
      4.3999999999999506e+00,      6.8974134871044472e+07,      1.3498105547921264e+08
      4.4099999999999504e+00,      1.2577271631185859e+08,     -6.8555423348250985e+07
      4.4199999999999502e+00,     -2.9175203475334519e+08,      1.7871475845218623e+08
      4.4299999999999500e+00,     -2.0516558791307531e+07,     -3.4920788558315136e+07
      4.4399999999999498e+00,     -9.6097205688496053e+07,      1.1699219199967910e+08
      4.4499999999999496e+00,     -6.0167205512373030e+08,      1.0766041248591714e+09
      4.4599999999999493e+00,     -4.2197330957427659e+09,     -7.5486981512787666e+09
      4.4699999999999491e+00,      5.8831545141956806e+07,      3.3263324397091645e+08
      4.4799999999999489e+00,     -2.4615468031600304e+06,      2.8793637281826138e+08
      4.4899999999999487e+00,      1.2639787159647264e+07,     -1.2768312829102371e+07
      4.4999999999999485e+00,      1.1589407293093708e+08,     -6.3608282814511150e+07
      4.5099999999999483e+00,      6.0859036082440019e+06,      1.5480939655740097e+07
      4.5199999999999481e+00,     -4.8775406311219875e+06,     -3.0244468604958441e+07
      4.5299999999999478e+00,      8.7508273461779550e+07,      6.3001851985781953e+07
      4.5399999999999476e+00,     -1.6986947324664984e+06,     -5.9328693411047589e+06
      4.5499999999999474e+00,     -2.2258629723999536e+08,     -2.3274591574193668e+08
      4.5599999999999472e+00,     -1.1608439159266855e+08,      2.6187694768548705e+07
      4.5699999999999470e+00,      3.5512442993398480e+07,     -4.5123130580477566e+07
      4.5799999999999468e+00,     -2.8352070077291571e+07,     -1.0373015163668023e+07
      4.5899999999999466e+00,     -2.1491792069744158e+08,      2.1605806828549955e+07
      4.5999999999999464e+00,     -4.7870094355527431e+07,     -4.2767021500335500e+07
      4.6099999999999461e+00,      1.3066002166402742e+07,     -7.3931351913525378e+06
      4.6199999999999459e+00,      5.7603281333248988e+06,     -9.8615366016335398e+07
      4.6299999999999457e+00,     -9.7384271145238027e+07,     -1.1606167802639744e+08
      4.6399999999999455e+00,      1.2845714826078463e+08,      5.8409505926644467e+07
      4.6499999999999453e+00,     -1.4370899181994442e+07,      3.7612023071968779e+06
      4.6599999999999451e+00,      9.9291061834295839e+06,      3.1487384544266816e+07
      4.6699999999999449e+00,      6.0675133811940759e+07,     -4.6839393542390980e+07
      4.6799999999999446e+00,     -5.5859157101340573e+06,     -9.7864846923657209e+06
      4.6899999999999444e+00,     -6.2432542226502746e+06,     -1.4637706698133481e+08
      4.6999999999999442e+00,      1.4129672830431575e+08,     -2.3075519863438499e+08
      4.7099999999999440e+00,      1.6838519339478990e+08,      8.7786969665584669e+07
      4.7199999999999438e+00,     -1.3535202485626746e+07,      8.2193865951012587e+06
      4.7299999999999436e+00,     -6.0568892638184167e+06,     -1.7422509986561485e+07
      4.7399999999999434e+00,     -3.4086091045064703e+07,     -4.8917585001633465e+07
      4.7499999999999432e+00,     -2.4081441580406062e+07,      1.8370599273675554e+07
      4.7599999999999429e+00,      7.2256698687024742e+07,      4.3551216170528889e+07
      4.7699999999999427e+00,      2.7539181041689781e+06,     -2.7150621234476648e+07
      4.7799999999999425e+00,      2.8687879789041523e+06,     -2.3123045654984113e+07
      4.7899999999999423e+00,      2.7186617829185672e+07,     -5.4952461920482516e+07
      4.7999999999999421e+00,      2.0496474238392055e+07,      7.1073235255662769e+07
      4.8099999999999419e+00,     -1.2950426672215317e+08,      1.0586221961084942e+05
      4.8199999999999417e+00,     -4.7609730887224033e+07,     -2.3557879165458877e+07
      4.8299999999999415e+00,     -5.7624389821763709e+07,      1.4252596366866333e+07
      4.8399999999999412e+00,     -2.9070779226035539e+07,      1.6980539855969490e+06
      4.8499999999999410e+00,      4.3185035764719648e+06,      2.0812040179804981e+07
      4.8599999999999408e+00,     -4.0899469101859525e+07,     -1.4704528415615627e+08
      4.8699999999999406e+00,      3.6309323231495519e+09,     -3.2473106590759773e+09
      4.8799999999999404e+00,      1.4442749623902445e+09,     -5.2809919182694817e+08
      4.8899999999999402e+00,      4.8624869346250892e+06,      2.2373159582062894e+08
      4.8999999999999400e+00,      1.6759467047988219e+07,      1.2606914939306886e+06
      4.9099999999999397e+00,     -1.8903683016857598e+07,     -3.3187273400963699e+06
      4.9199999999999395e+00,     -3.8471664120643638e+07,      1.9720535976757026e+08
      4.9299999999999393e+00,     -1.0324754584614636e+09,     -5.6456289736768973e+08
      4.9399999999999391e+00,     -3.1020206894206214e+08,     -4.8673692453815585e+08
      4.9499999999999389e+00,     -7.4507118977907412e+06,      2.6681646381910401e+06
      4.9599999999999387e+00,     -2.8943398450143987e+08,      1.8033222137740020e+07
      4.9699999999999385e+00,     -6.7036501937882178e+07,     -1.0723898329442723e+07
      4.9799999999999383e+00,     -9.9240802641029246e+06,     -1.9520131724351946e+07
      4.9899999999999380e+00,     -3.0076888249789722e+07,     -1.2763901918376949e+08
      4.9999999999999378e+00,     -4.7764951377863251e+07,     -4.8829179758470744e+07
      5.0099999999999376e+00,      6.8694157298532680e+07,      1.4760531167924544e+08
      5.0199999999999374e+00,     -2.1282795543181270e+07,      3.6183277781606451e+07
      5.0299999999999372e+00,      7.7072612755845562e+07,      2.3469675795773733e+07
      5.0399999999999370e+00,      5.1712619789735228e+05,     -3.8443183260146476e+07
      5.0499999999999368e+00,      5.9786626710025579e+07,     -4.3189767771886103e+07
      5.0599999999999365e+00,      5.6671137036491632e+06,      1.4061300401199035e+07
      5.0699999999999363e+00,     -1.7086145917584297e+08,      3.3472855639642906e+08
      5.0799999999999361e+00,      4.4739199080037139e+07,     -9.1992262167787433e+07
      5.0899999999999359e+00,     -5.0040979950960904e+07,     -2.2957492565937847e+07
      5.0999999999999357e+00,      2.4886742883893061e+08,     -1.4159394478178483e+08
      5.1099999999999355e+00,     -8.9206171019159937e+08,     -9.3923947869128215e+08
      5.1199999999999353e+00,      1.3066167226167086e+08,      1.3420507609553721e+07
      5.1299999999999351e+00,      4.6942201857825629e+06,      7.1788741261779116e+06
      5.1399999999999348e+00,     -2.6383724018890265e+07,      5.1420119501698921e+06
      5.1499999999999346e+00,     -2.6276919508866154e+07,     -3.4999753563264018e+05
      5.1599999999999344e+00,      2.8103974881444275e+08,      2.3222373397852403e+08
      5.1699999999999342e+00,      8.3636037447220758e+06,      9.8495605031451598e+07
      5.1799999999999340e+00,     -1.3643316183182765e+07,     -2.1152040331877876e+07
      5.1899999999999338e+00,      2.9056691462363917e+08,     -6.2753098337432697e+07
      5.1999999999999336e+00,      3.5025678937022948e+08,     -2.5658863934000990e+08
      5.2099999999999334e+00,     -3.5546297893637794e+08,      3.4032209324457854e+08
      5.2199999999999331e+00,      3.3332803571624893e+08,     -4.5128331757889427e+07
      5.2299999999999329e+00,      3.1856727134741139e+08,      1.0613862250651334e+08
      5.2399999999999327e+00,     -9.1907705430148435e+08,      9.2461875529407454e+08
      5.2499999999999325e+00,     -1.1108467200758643e+09,      3.8107332326662517e+08
      5.2599999999999323e+00,      6.3232093611104667e+07,     -2.8948308652772430e+07
      5.2699999999999321e+00,     -4.0454626812472969e+07,     -3.2410074298412438e+07
      5.2799999999999319e+00,      1.8133702033336889e+07,      7.8027792876124289e+06
      5.2899999999999316e+00,      3.8977817440396249e+07,     -1.1671427884767974e+07
      5.2999999999999314e+00,     -1.4234832218386132e+07,      9.0168758010923322e+06
      5.3099999999999312e+00,      1.9331114722310975e+06,      1.4641364079044610e+07
      5.3199999999999310e+00,     -4.3027203404870592e+07,      2.0871082020400908e+07
      5.3299999999999308e+00,     -4.0330838022965342e+06,      1.9061114640179653e+07
      5.3399999999999306e+00,     -9.2236161028860271e+07,      1.2350275493655516e+07
      5.3499999999999304e+00,      4.5320563114816707e+08,      9.6082835993789554e+08
      5.3599999999999302e+00,      1.9042272058832190e+09,      9.8325056826472312e+07
      5.3699999999999299e+00,      9.3959035232305300e+08,      1.6125706985519807e+09
      5.3799999999999297e+00,      4.1280338121717185e+07,      1.2872022580588137e+08
      5.3899999999999295e+00,     -4.3602436752158798e+07,     -1.8179211341353318e+08
      5.3999999999999293e+00,      2.6079589743282259e+07,     -4.2953603696348198e+07
      5.4099999999999291e+00,     -3.8685079567286763e+06,     -1.8944816174178803e+06
      5.4199999999999289e+00,     -2.6477725438438114e+06,      6.2043295688225161e+06
      5.4299999999999287e+00,      1.2526198774800822e+06,     -8.2844189532745648e+06
      5.4399999999999284e+00,      2.1783026646983951e+07,     -6.3441553959667431e+06
      5.4499999999999282e+00,     -9.4993789047523346e+09,     -1.6682221410996363e+10
      5.4599999999999280e+00,     -5.0104089631248913e+09,     -8.0223275782120018e+09
      5.4699999999999278e+00,     -1.9422763289777625e+08,     -5.7256901593452775e+08
      5.4799999999999276e+00,      2.5698065852031223e+06,      4.1355463249125058e+05
      5.4899999999999274e+00,     -3.0534200033633489e+07,      2.1171549032766432e+07
      5.4999999999999272e+00,      3.4179320642187670e+07,      3.7079314103259049e+07
      5.5099999999999270e+00,     -5.8028251967241317e+06,      1.8610000459103126e+07
      5.5199999999999267e+00,      2.2438422147379454e+07,      1.6153575199323701e+07
      5.5299999999999265e+00,      1.0113789381099612e+08,      8.1412379081062913e+07
      5.5399999999999263e+00,     -6.0185992410242625e+07,      7.8447944627697580e+05
      5.5499999999999261e+00,      1.4528855081005687e+08,      1.4832189878912860e+08
      5.5599999999999259e+00,     -2.5797362659578949e+07,      1.5578755832487950e+08
      5.5699999999999257e+00,     -2.3179231383853476e+07,     -7.8391283528583199e+06
      5.5799999999999255e+00,     -2.1393495578167349e+07,      4.8853669576256409e+07
      5.5899999999999253e+00,      4.2453521435351513e+07,      3.0902637666214533e+07
      5.5999999999999250e+00,      6.6364277085721113e+07,      3.3353227973805021e+07
      5.6099999999999248e+00,     -1.6184579134285301e+06,     -3.0692266863082096e+07
      5.6199999999999246e+00,     -2.0323350279231191e+07,     -9.7464499873233274e+07
      5.6299999999999244e+00,     -3.8560353955648281e+07,      4.0658810053441875e+07
      5.6399999999999242e+00,      9.6335346580883396e+08,      2.1041712586242509e+09
      5.6499999999999240e+00,     -2.8527105057267857e+08,      1.1552727474858919e+07
      5.6599999999999238e+00,      2.5600483785414231e+08,      1.3909347312352245e+06
      5.6699999999999235e+00,      9.6798671561553180e+07,      3.0795704293850522e+07
      5.6799999999999233e+00,      2.5241399015573207e+06,      2.8597367158307582e+07
      5.6899999999999231e+00,      1.4351865492822215e+07,     -1.1281174533875258e+08
      5.6999999999999229e+00,      6.0064735068729222e+06,     -6.6541072444360092e+07
      5.7099999999999227e+00,      1.5089296304737899e+08,     -9.5767452981426656e+07
      5.7199999999999225e+00,      4.0368547275499207e+08,      2.9378600337482107e+08
      5.7299999999999223e+00,     -2.2448760534877963e+07,     -2.4769283536911239e+06
      5.7399999999999221e+00,     -1.2100105428876029e+06,     -9.3552692755724698e+07
      5.7499999999999218e+00,      2.2722535110261664e+08,      6.2164956438009053e+07
      5.7599999999999216e+00,      9.0985161917251386e+06,     -9.2414300458132401e+07
      5.7699999999999214e+00,      1.1609921209230218e+07,     -3.5317183223855205e+07
      5.7799999999999212e+00,     -3.4318007867156994e+05,      1.0372824679460172e+07
      5.7899999999999210e+00,     -1.3529730724515537e+07,      1.3598834160130075e+06
      5.7999999999999208e+00,      2.2999866116338611e+07,     -2.0797048264574996e+08
      5.8099999999999206e+00,     -5.3721500070065700e+07,     -2.1873258680013780e+07
      5.8199999999999203e+00,     -2.1646615927780890e+06,     -3.1672930066137031e+07
      5.8299999999999201e+00,      6.0336880118193775e+06,      4.0364773861079793e+06
      5.8399999999999199e+00,      1.8708798365126029e+07,     -2.7078392030711863e+07
      5.8499999999999197e+00,      8.0313323501275912e+07,      4.5644802521141827e+07
      5.8599999999999195e+00,      2.8675867572697371e+07,     -2.7996830055504218e+06
      5.8699999999999193e+00,     -3.5900366145681860e+06,     -6.5359610517074708e+06
      5.8799999999999191e+00,      6.5452966740366193e+06,      1.1799660405404905e+06
      5.8899999999999189e+00,     -4.5356428267813222e+06,     -1.1497008282844996e+07
      5.8999999999999186e+00,     -3.0591463189659994e+06,     -1.1536638206212679e+06
      5.9099999999999184e+00,     -1.2181845467793951e+07,     -2.1283244040766794e+07
      5.9199999999999182e+00,      8.0041808623815328e+07,     -4.2696670204369118e+06
      5.9299999999999180e+00,     -1.2030986593504999e+07,      1.4191383166536782e+07
      5.9399999999999178e+00,     -3.7224467261579975e+07,      9.8001489628318757e+07
      5.9499999999999176e+00,     -4.9862564133450377e+08,     -8.3214882665356505e+08
      5.9599999999999174e+00,     -2.8559648752866917e+09,      1.7756599223040168e+09
      5.9699999999999172e+00,     -2.7110192389903784e+07,     -1.2813944088215327e+08
      5.9799999999999169e+00,     -3.1884153247913569e+07,     -4.4349536459576517e+07
      5.9899999999999167e+00,      5.2472125792091051e+06,     -4.8039204549872538e+05
      5.9999999999999165e+00,      9.5297556031194791e+07,     -5.9371060910295196e+07
      6.0099999999999163e+00,     -7.2563505629368216e+07,      2.2087150800606620e+07
      6.0199999999999161e+00,      7.2162782306571603e+07,     -1.7671907008289471e+07
      6.0299999999999159e+00,     -5.2791362358492367e+07,      1.6358330851324778e+07
      6.0399999999999157e+00,      5.6307443233011812e+07,     -1.7307068000447322e+07
      6.0499999999999154e+00,     -9.4747271946459159e+07,     -9.5485961088040154e+06
      6.0599999999999152e+00,      1.1484020950818449e+08,      1.0134753664987153e+08
      6.0699999999999150e+00,      3.6959169340934813e+07,     -8.1985824889833197e+07
      6.0799999999999148e+00,     -5.8667799764489226e+07,     -7.9683533262653518e+06
      6.0899999999999146e+00,     -5.4765387977428390e+06,     -2.6135478796359167e+07
      6.0999999999999144e+00,     -2.1389260448344544e+07,      5.9446632329787090e+06
      6.1099999999999142e+00,      6.0673435071557142e+07,      2.3725437680939794e+07
      6.1199999999999140e+00,     -8.8721227068537012e+07,     -2.5246937350865319e+07
      6.1299999999999137e+00,      7.0616779891307727e+06,      2.5412539460410941e+06
      6.1399999999999135e+00,      1.0839177408065833e+07,     -2.1824010558759302e+07
      6.1499999999999133e+00,     -2.0862789063047297e+07,      1.0134627960186765e+08
      6.1599999999999131e+00,     -9.1499188039047569e+07,     -5.6895961714583427e+07
      6.1699999999999129e+00,     -2.5550463530156544e+08,     -8.8109913107068330e+07
      6.1799999999999127e+00,     -7.4101056601200968e+07,     -6.8710733296496913e+07
      6.1899999999999125e+00,      1.3471212674174756e+06,      1.3898495814833505e+07
      6.1999999999999122e+00,      3.2249184938815695e+08,     -1.2620078378333059e+08
      6.2099999999999120e+00,      2.4521180136441857e+08,     -3.1024094001481067e+07
      6.2199999999999118e+00,      8.8975485929175019e+06,     -1.4388532956603459e+08
      6.2299999999999116e+00,      3.7080047288602695e+07,      5.9792770002342444e+06
      6.2399999999999114e+00,      1.7253609086773969e+07,      3.0925563143586679e+06
      6.2499999999999112e+00,      3.1949210019702852e+08,      4.2007406491065520e+08
      6.2599999999999110e+00,     -1.5132164823029244e+09,     -1.4523899427987421e+08
      6.2699999999999108e+00,     -5.4942393532107663e+08,      1.6293883358394325e+09
      6.2799999999999105e+00,      3.6036370712763846e+08,     -6.3901308303872907e+08
      6.2899999999999103e+00,      8.1058822549429107e+08,     -3.7525171490932035e+08
      6.2999999999999101e+00,      2.1487414093480432e+08,     -1.9387981822482190e+08
      6.3099999999999099e+00,      1.8353415842921622e+07,      8.0409124838035166e+07
      6.3199999999999097e+00,      1.4571445993176855e+07,     -2.9064364943328857e+07
      6.3299999999999095e+00,      9.1776746642756462e+06,     -1.8962092942524604e+07
      6.3399999999999093e+00,     -2.1350230849765640e+08,     -4.5482354472260636e+08
      6.3499999999999091e+00,     -6.5691127791522992e+08,     -3.3539234477411777e+08
      6.3599999999999088e+00,      1.5733453141337201e+08,     -2.5892884480043776e+07
      6.3699999999999086e+00,     -9.3899623180776834e+05,      1.9118387112317756e+07
      6.3799999999999084e+00,     -3.9771060681969337e+06,     -2.8546549853361569e+07
      6.3899999999999082e+00,     -5.5898762501745662e+06,     -2.6818610369052246e+07
      6.3999999999999080e+00,      1.8432561349246223e+07,      3.6671809263126671e+07
      6.4099999999999078e+00,     -6.6291266780479196e+06,      1.8394538038989678e+06
      6.4199999999999076e+00,     -4.6626560314707562e+07,      2.1038308836343060e+06
      6.4299999999999073e+00,     -6.0318021324262333e+08,     -2.6211290255802962e+08
      6.4399999999999071e+00,      5.2706273542076021e+07,     -8.3062160658041036e+08
      6.4499999999999069e+00,     -1.5496025017872691e+07,      2.3281003978758134e+07
      6.4599999999999067e+00,      6.5630004190325975e+09,      7.0365081645771694e+09
      6.4699999999999065e+00,     -2.4856278571727718e+10,     -4.2403341914710999e+10
      6.4799999999999063e+00,      5.8113258202365904e+09,      2.2450804386627831e+10
      6.4899999999999061e+00,      8.6899571764767498e+07,      6.2292651593906932e+07
      6.4999999999999059e+00,      6.9460122144298088e+06,     -2.5296394734769545e+07
      6.5099999999999056e+00,     -7.1184278234280705e+07,      5.4669894608635925e+07
      6.5199999999999054e+00,     -2.2863643447046049e+07,      6.0144693272263429e+05
      6.5299999999999052e+00,      1.6878315743967727e+07,      2.2740126619148929e+07
      6.5399999999999050e+00,     -2.5463837447118320e+07,     -5.0315947018759437e+07
      6.5499999999999048e+00,     -1.3416434095145078e+09,     -5.8521953699570239e+08
      6.5599999999999046e+00,      2.3282732386548626e+08,     -3.1516426217208809e+08
      6.5699999999999044e+00,     -6.1877416540479943e+07,     -1.1070914577722909e+08
      6.5799999999999041e+00,     -1.0361607767762373e+08,      5.9846468529987946e+07
      6.5899999999999039e+00,     -1.2985522720269088e+06,      2.2793518565006234e+07
      6.5999999999999037e+00,     -2.1550811624058467e+08,     -3.4651313708261555e+08
      6.6099999999999035e+00,      3.6423892799854279e+06,     -4.0457759246185188e+09
      6.6199999999999033e+00,      3.0832775712964994e+08,     -1.0648690508761581e+09
      6.6299999999999031e+00,      1.7912916818976218e+08,      6.1114611683568430e+08
      6.6399999999999029e+00,     -9.5483123183861375e+06,      9.1720210831233501e+07
      6.6499999999999027e+00,      7.5189758500671118e+07,     -2.5748709028309631e+08
      6.6599999999999024e+00,      5.3563822225611821e+07,     -2.7457335380907372e+07
      6.6699999999999022e+00,     -3.9696668434908867e+07,      6.7227497701893657e+07
      6.6799999999999020e+00,      1.9590665577520502e+08,     -1.2777208919885980e+06
      6.6899999999999018e+00,      4.3295419679351062e+07,     -3.5306779365805641e+07
      6.6999999999999016e+00,     -8.7317472380007803e+06,      1.5068410289183619e+07
      6.7099999999999014e+00,     -6.1417621323757082e+07,      4.3315159072969835e+06
      6.7199999999999012e+00,      1.9130823565390420e+08,     -6.8410081061408031e+08
      6.7299999999999010e+00,      1.1652531145158572e+09,     -2.1176800486038426e+08
      6.7399999999999007e+00,      5.5875863332274385e+07,     -2.4749628613221850e+07
      6.7499999999999005e+00,      4.0351514340947568e+06,      2.9450493737941779e+07
      6.7599999999999003e+00,      8.8038971806609910e+06,     -9.1633829784765579e+06
      6.7699999999999001e+00,     -3.7634712142993263e+06,      1.1941531105795851e+07
      6.7799999999998999e+00,      1.7234779137693245e+07,      2.4756052400066167e+07
      6.7899999999998997e+00,      1.3019820221819818e+07,     -8.0259167377043264e+06
      6.7999999999998995e+00,     -8.4296898304773450e+07,      2.5615264438098377e+08
      6.8099999999998992e+00,      3.9262278743991399e+08,      6.6474738219948247e+07
      6.8199999999998990e+00,      3.2839299742651091e+09,     -4.8467279017695389e+10
      6.8299999999998988e+00,      1.1210403094368455e+09,      1.0871262051675594e+09
      6.8399999999998986e+00,      8.9178627535409003e+07,     -4.3908096415297776e+08
      6.8499999999998984e+00,      6.9756317136499276e+06,      2.3000118848977014e+06
      6.8599999999998982e+00,     -1.7052208267238744e+07,      5.7233396463940460e+06
      6.8699999999998980e+00,      3.9612677568505608e+07,      3.8525625895716585e+07
      6.8799999999998978e+00,     -8.3812877753507018e+08,     -4.3900746657521349e+08
      6.8899999999998975e+00,      1.2763428095093977e+09,     -2.4306021911403189e+09
      6.8999999999998973e+00,      6.2907063317693889e+07,     -2.9887108115644190e+07
      6.9099999999998971e+00,     -5.2031725301063098e+06,     -5.8856237408624619e+07
      6.9199999999998969e+00,      3.9426218455744512e+07,      1.0358025107323335e+08
